DeliveryDate,Subtype,Counts
19/05/2021,SIMPLE RANGED WEAPON,15
19/05/2022,SIMPLE RANGED WEAPON,14
19/05/2023,SIMPLE RANGED WEAPON,11
19/06/2019,SIMPLE RANGED WEAPON,6
19/06/2020,SIMPLE RANGED WEAPON,8
19/06/2021,SIMPLE RANGED WEAPON,6
19/06/2022,SIMPLE RANGED WEAPON,12
19/06/2023,SIMPLE RANGED WEAPON,7
19/07/2019,SIMPLE RANGED WEAPON,4
19/07/2020,SIMPLE RANGED WEAPON,8
19/07/2021,SIMPLE RANGED WEAPON,9
19/07/2022,SIMPLE RANGED WEAPON,8
19/07/2023,SIMPLE RANGED WEAPON,11
19/08/2019,SIMPLE RANGED WEAPON,11
19/08/2020,SIMPLE RANGED WEAPON,9
19/08/2021,SIMPLE RANGED WEAPON,9
19/08/2022,SIMPLE RANGED WEAPON,14
19/08/2023,SIMPLE RANGED WEAPON,12
19/09/2019,SIMPLE RANGED WEAPON,8
19/09/2020,SIMPLE RANGED WEAPON,9
19/09/2021,SIMPLE RANGED WEAPON,2
19/09/2022,SIMPLE RANGED WEAPON,16
19/09/2023,SIMPLE RANGED WEAPON,6
19/10/2019,SIMPLE RANGED WEAPON,11
19/10/2020,SIMPLE RANGED WEAPON,5
19/10/2021,SIMPLE RANGED WEAPON,4
19/10/2022,SIMPLE RANGED WEAPON,6
19/10/2023,SIMPLE RANGED WEAPON,7
19/11/2019,SIMPLE RANGED WEAPON,5
19/11/2020,SIMPLE RANGED WEAPON,6
19/11/2021,SIMPLE RANGED WEAPON,12
19/11/2022,SIMPLE RANGED WEAPON,11
19/11/2023,SIMPLE RANGED WEAPON,2
19/12/2019,SIMPLE RANGED WEAPON,7
19/12/2020,SIMPLE RANGED WEAPON,11
19/12/2021,SIMPLE RANGED WEAPON,14
19/12/2022,SIMPLE RANGED WEAPON,7
19/12/2023,SIMPLE RANGED WEAPON,15
20/01/2019,SIMPLE RANGED WEAPON,8
20/01/2020,SIMPLE RANGED WEAPON,8
20/01/2021,SIMPLE RANGED WEAPON,8
20/01/2022,SIMPLE RANGED WEAPON,13
20/01/2023,SIMPLE RANGED WEAPON,8
20/02/2019,SIMPLE RANGED WEAPON,5
20/02/2020,SIMPLE RANGED WEAPON,5
20/02/2021,SIMPLE RANGED WEAPON,13
20/02/2022,SIMPLE RANGED WEAPON,9
20/02/2023,SIMPLE RANGED WEAPON,8
20/03/2019,SIMPLE RANGED WEAPON,5
20/03/2020,SIMPLE RANGED WEAPON,8
20/03/2021,SIMPLE RANGED WEAPON,7
20/03/2022,SIMPLE RANGED WEAPON,16
20/03/2023,SIMPLE RANGED WEAPON,6
20/04/2019,SIMPLE RANGED WEAPON,6
20/04/2020,SIMPLE RANGED WEAPON,8
20/04/2021,SIMPLE RANGED WEAPON,10
20/04/2022,SIMPLE RANGED WEAPON,9
20/04/2023,SIMPLE RANGED WEAPON,10
20/05/2019,SIMPLE RANGED WEAPON,9
20/05/2020,SIMPLE RANGED WEAPON,14
20/05/2021,SIMPLE RANGED WEAPON,25
20/05/2022,SIMPLE RANGED WEAPON,11
20/05/2023,SIMPLE RANGED WEAPON,12
20/06/2019,SIMPLE RANGED WEAPON,8
20/06/2020,SIMPLE RANGED WEAPON,7
20/06/2021,SIMPLE RANGED WEAPON,3
20/06/2022,SIMPLE RANGED WEAPON,8
20/06/2023,SIMPLE RANGED WEAPON,10
20/07/2019,SIMPLE RANGED WEAPON,12
20/07/2020,SIMPLE RANGED WEAPON,14
20/07/2021,SIMPLE RANGED WEAPON,5
20/07/2022,SIMPLE RANGED WEAPON,13
20/07/2023,SIMPLE RANGED WEAPON,9
20/08/2019,SIMPLE RANGED WEAPON,7
20/08/2020,SIMPLE RANGED WEAPON,11
20/08/2021,SIMPLE RANGED WEAPON,3
20/08/2022,SIMPLE RANGED WEAPON,9
20/08/2023,SIMPLE RANGED WEAPON,9
20/09/2019,SIMPLE RANGED WEAPON,8
20/09/2020,SIMPLE RANGED WEAPON,12
20/09/2021,SIMPLE RANGED WEAPON,6
20/09/2022,SIMPLE RANGED WEAPON,5
20/09/2023,SIMPLE RANGED WEAPON,8
20/10/2019,SIMPLE RANGED WEAPON,9
20/10/2020,SIMPLE RANGED WEAPON,11
20/10/2021,SIMPLE RANGED WEAPON,6
20/10/2022,SIMPLE RANGED WEAPON,8
20/10/2023,SIMPLE RANGED WEAPON,14
20/11/2019,SIMPLE RANGED WEAPON,8
20/11/2020,SIMPLE RANGED WEAPON,9
20/11/2021,SIMPLE RANGED WEAPON,11
20/11/2022,SIMPLE RANGED WEAPON,13
20/11/2023,SIMPLE RANGED WEAPON,13
20/12/2019,SIMPLE RANGED WEAPON,5
20/12/2020,SIMPLE RANGED WEAPON,12
20/12/2021,SIMPLE RANGED WEAPON,11
20/12/2022,SIMPLE RANGED WEAPON,11
20/12/2023,SIMPLE RANGED WEAPON,9
21/01/2019,SIMPLE RANGED WEAPON,9
21/01/2020,SIMPLE RANGED WEAPON,9
21/01/2021,SIMPLE RANGED WEAPON,12
21/01/2022,SIMPLE RANGED WEAPON,14
21/01/2023,SIMPLE RANGED WEAPON,3
21/02/2019,SIMPLE RANGED WEAPON,5
21/02/2020,SIMPLE RANGED WEAPON,11
21/02/2021,SIMPLE RANGED WEAPON,6
21/02/2022,SIMPLE RANGED WEAPON,17
21/02/2023,SIMPLE RANGED WEAPON,11
21/03/2019,SIMPLE RANGED WEAPON,6
21/03/2020,SIMPLE RANGED WEAPON,6
21/03/2021,SIMPLE RANGED WEAPON,13
21/03/2022,SIMPLE RANGED WEAPON,13
21/03/2023,SIMPLE RANGED WEAPON,13
21/04/2019,SIMPLE RANGED WEAPON,4
21/04/2020,SIMPLE RANGED WEAPON,15
21/04/2021,SIMPLE RANGED WEAPON,12
21/04/2022,SIMPLE RANGED WEAPON,16
21/04/2023,SIMPLE RANGED WEAPON,12
21/05/2019,SIMPLE RANGED WEAPON,8
21/05/2020,SIMPLE RANGED WEAPON,13
21/05/2021,SIMPLE RANGED WEAPON,8
21/05/2022,SIMPLE RANGED WEAPON,15
21/05/2023,SIMPLE RANGED WEAPON,10
21/06/2019,SIMPLE RANGED WEAPON,5
21/06/2020,SIMPLE RANGED WEAPON,14
21/06/2021,SIMPLE RANGED WEAPON,5
21/06/2022,SIMPLE RANGED WEAPON,8
21/06/2023,SIMPLE RANGED WEAPON,10
21/07/2019,SIMPLE RANGED WEAPON,8
21/07/2020,SIMPLE RANGED WEAPON,10
21/07/2021,SIMPLE RANGED WEAPON,2
21/07/2022,SIMPLE RANGED WEAPON,8
21/07/2023,SIMPLE RANGED WEAPON,11
21/08/2019,SIMPLE RANGED WEAPON,14
21/08/2020,SIMPLE RANGED WEAPON,8
21/08/2021,SIMPLE RANGED WEAPON,6
21/08/2022,SIMPLE RANGED WEAPON,13
21/08/2023,SIMPLE RANGED WEAPON,7
21/09/2019,SIMPLE RANGED WEAPON,6
21/09/2020,SIMPLE RANGED WEAPON,9
21/09/2021,SIMPLE RANGED WEAPON,3
21/09/2022,SIMPLE RANGED WEAPON,16
21/09/2023,SIMPLE RANGED WEAPON,8
21/10/2019,SIMPLE RANGED WEAPON,6
21/10/2020,SIMPLE RANGED WEAPON,9
21/10/2021,SIMPLE RANGED WEAPON,7
21/10/2022,SIMPLE RANGED WEAPON,6
21/10/2023,SIMPLE RANGED WEAPON,13
21/11/2019,SIMPLE RANGED WEAPON,5
21/11/2020,SIMPLE RANGED WEAPON,7
21/11/2021,SIMPLE RANGED WEAPON,7
21/11/2022,SIMPLE RANGED WEAPON,10
21/11/2023,SIMPLE RANGED WEAPON,4
21/12/2019,SIMPLE RANGED WEAPON,2
21/12/2020,SIMPLE RANGED WEAPON,15
21/12/2021,SIMPLE RANGED WEAPON,11
21/12/2022,SIMPLE RANGED WEAPON,3
21/12/2023,SIMPLE RANGED WEAPON,6
22/01/2019,SIMPLE RANGED WEAPON,8
22/01/2020,SIMPLE RANGED WEAPON,8
22/01/2021,SIMPLE RANGED WEAPON,11
22/01/2022,SIMPLE RANGED WEAPON,3
22/01/2023,SIMPLE RANGED WEAPON,15
22/02/2019,SIMPLE RANGED WEAPON,4
22/02/2020,SIMPLE RANGED WEAPON,6
22/02/2021,SIMPLE RANGED WEAPON,11
22/02/2022,SIMPLE RANGED WEAPON,11
22/02/2023,SIMPLE RANGED WEAPON,15
22/03/2019,SIMPLE RANGED WEAPON,6
22/03/2020,SIMPLE RANGED WEAPON,10
22/03/2021,SIMPLE RANGED WEAPON,14
22/03/2022,SIMPLE RANGED WEAPON,11
22/03/2023,SIMPLE RANGED WEAPON,8
22/04/2019,SIMPLE RANGED WEAPON,6
22/04/2020,SIMPLE RANGED WEAPON,10
22/04/2021,SIMPLE RANGED WEAPON,6
22/04/2022,SIMPLE RANGED WEAPON,8
22/04/2023,SIMPLE RANGED WEAPON,9
22/05/2019,SIMPLE RANGED WEAPON,5
22/05/2020,SIMPLE RANGED WEAPON,10
22/05/2021,SIMPLE RANGED WEAPON,7
22/05/2022,SIMPLE RANGED WEAPON,13
22/05/2023,SIMPLE RANGED WEAPON,11
22/06/2019,SIMPLE RANGED WEAPON,7
22/06/2020,SIMPLE RANGED WEAPON,14
22/06/2021,SIMPLE RANGED WEAPON,5
22/06/2022,SIMPLE RANGED WEAPON,12
22/06/2023,SIMPLE RANGED WEAPON,15
22/07/2019,SIMPLE RANGED WEAPON,10
22/07/2020,SIMPLE RANGED WEAPON,12
22/07/2021,SIMPLE RANGED WEAPON,6
22/07/2022,SIMPLE RANGED WEAPON,12
22/07/2023,SIMPLE RANGED WEAPON,6
22/08/2019,SIMPLE RANGED WEAPON,6
22/08/2020,SIMPLE RANGED WEAPON,13
22/08/2021,SIMPLE RANGED WEAPON,2
22/08/2022,SIMPLE RANGED WEAPON,9
22/08/2023,SIMPLE RANGED WEAPON,11
22/09/2019,SIMPLE RANGED WEAPON,6
22/09/2020,SIMPLE RANGED WEAPON,9
22/09/2021,SIMPLE RANGED WEAPON,6
22/09/2022,SIMPLE RANGED WEAPON,8
22/09/2023,SIMPLE RANGED WEAPON,11
22/10/2019,SIMPLE RANGED WEAPON,7
22/10/2020,SIMPLE RANGED WEAPON,27
22/10/2021,SIMPLE RANGED WEAPON,4
22/10/2022,SIMPLE RANGED WEAPON,8
22/10/2023,SIMPLE RANGED WEAPON,6
22/11/2019,SIMPLE RANGED WEAPON,9
22/11/2020,SIMPLE RANGED WEAPON,8
22/11/2021,SIMPLE RANGED WEAPON,11
22/11/2022,SIMPLE RANGED WEAPON,2
22/11/2023,SIMPLE RANGED WEAPON,9
22/12/2019,SIMPLE RANGED WEAPON,6
22/12/2020,SIMPLE RANGED WEAPON,14
22/12/2021,SIMPLE RANGED WEAPON,14
22/12/2022,SIMPLE RANGED WEAPON,12
22/12/2023,SIMPLE RANGED WEAPON,7
23/01/2019,SIMPLE RANGED WEAPON,2
23/01/2020,SIMPLE RANGED WEAPON,6
23/01/2021,SIMPLE RANGED WEAPON,9
23/01/2022,SIMPLE RANGED WEAPON,9
23/01/2023,SIMPLE RANGED WEAPON,6
23/02/2019,SIMPLE RANGED WEAPON,8
23/02/2020,SIMPLE RANGED WEAPON,8
23/02/2021,SIMPLE RANGED WEAPON,15
23/02/2022,SIMPLE RANGED WEAPON,18
23/02/2023,SIMPLE RANGED WEAPON,11
23/03/2019,SIMPLE RANGED WEAPON,7
23/03/2020,SIMPLE RANGED WEAPON,10
23/03/2021,SIMPLE RANGED WEAPON,11
23/03/2022,SIMPLE RANGED WEAPON,9
23/03/2023,SIMPLE RANGED WEAPON,10
23/04/2019,SIMPLE RANGED WEAPON,3
23/04/2020,SIMPLE RANGED WEAPON,9
23/04/2021,SIMPLE RANGED WEAPON,8
23/04/2022,SIMPLE RANGED WEAPON,15
23/04/2023,SIMPLE RANGED WEAPON,12
23/05/2019,SIMPLE RANGED WEAPON,6
23/05/2020,SIMPLE RANGED WEAPON,9
23/05/2021,SIMPLE RANGED WEAPON,9
23/05/2022,SIMPLE RANGED WEAPON,8
23/05/2023,SIMPLE RANGED WEAPON,9
23/06/2019,SIMPLE RANGED WEAPON,6
23/06/2020,SIMPLE RANGED WEAPON,13
23/06/2021,SIMPLE RANGED WEAPON,4
23/06/2022,SIMPLE RANGED WEAPON,14
23/06/2023,SIMPLE RANGED WEAPON,11
23/07/2019,SIMPLE RANGED WEAPON,7
23/07/2020,SIMPLE RANGED WEAPON,9
23/07/2021,SIMPLE RANGED WEAPON,1
23/07/2022,SIMPLE RANGED WEAPON,12
23/07/2023,SIMPLE RANGED WEAPON,11
23/08/2019,SIMPLE RANGED WEAPON,2
23/08/2020,SIMPLE RANGED WEAPON,13
23/08/2021,SIMPLE RANGED WEAPON,9
23/08/2022,SIMPLE RANGED WEAPON,11
23/08/2023,SIMPLE RANGED WEAPON,7
23/09/2019,SIMPLE RANGED WEAPON,11
23/09/2020,SIMPLE RANGED WEAPON,6
23/09/2021,SIMPLE RANGED WEAPON,7
23/09/2022,SIMPLE RANGED WEAPON,15
23/09/2023,SIMPLE RANGED WEAPON,12
23/10/2019,SIMPLE RANGED WEAPON,5
23/10/2020,SIMPLE RANGED WEAPON,12
23/10/2021,SIMPLE RANGED WEAPON,2
23/10/2022,SIMPLE RANGED WEAPON,14
23/10/2023,SIMPLE RANGED WEAPON,7
23/11/2019,SIMPLE RANGED WEAPON,12
23/11/2020,SIMPLE RANGED WEAPON,15
23/11/2021,SIMPLE RANGED WEAPON,10
23/11/2022,SIMPLE RANGED WEAPON,11
23/11/2023,SIMPLE RANGED WEAPON,9
23/12/2019,SIMPLE RANGED WEAPON,9
23/12/2020,SIMPLE RANGED WEAPON,3
23/12/2021,SIMPLE RANGED WEAPON,13
23/12/2022,SIMPLE RANGED WEAPON,11
23/12/2023,SIMPLE RANGED WEAPON,5
24/01/2019,SIMPLE RANGED WEAPON,5
24/01/2020,SIMPLE RANGED WEAPON,10
24/01/2021,SIMPLE RANGED WEAPON,7
24/01/2022,SIMPLE RANGED WEAPON,13
24/01/2023,SIMPLE RANGED WEAPON,8
24/02/2019,SIMPLE RANGED WEAPON,5
24/02/2020,SIMPLE RANGED WEAPON,10
24/02/2021,SIMPLE RANGED WEAPON,23
24/02/2022,SIMPLE RANGED WEAPON,26
24/02/2023,SIMPLE RANGED WEAPON,4
24/03/2019,SIMPLE RANGED WEAPON,7
24/03/2020,SIMPLE RANGED WEAPON,7
24/03/2021,SIMPLE RANGED WEAPON,8
24/03/2022,SIMPLE RANGED WEAPON,12
24/03/2023,SIMPLE RANGED WEAPON,9
24/04/2019,SIMPLE RANGED WEAPON,11
24/04/2020,SIMPLE RANGED WEAPON,13
24/04/2021,SIMPLE RANGED WEAPON,10
24/04/2022,SIMPLE RANGED WEAPON,10
24/04/2023,SIMPLE RANGED WEAPON,6
24/05/2019,SIMPLE RANGED WEAPON,7
24/05/2020,SIMPLE RANGED WEAPON,8
24/05/2021,SIMPLE RANGED WEAPON,5
24/05/2022,SIMPLE RANGED WEAPON,24
24/05/2023,SIMPLE RANGED WEAPON,4
24/06/2019,SIMPLE RANGED WEAPON,6
24/06/2020,SIMPLE RANGED WEAPON,19
24/06/2021,SIMPLE RANGED WEAPON,6
24/06/2022,SIMPLE RANGED WEAPON,8
24/06/2023,SIMPLE RANGED WEAPON,8
24/07/2019,SIMPLE RANGED WEAPON,7
24/07/2020,SIMPLE RANGED WEAPON,9
24/07/2022,SIMPLE RANGED WEAPON,13
24/07/2023,SIMPLE RANGED WEAPON,7
24/08/2019,SIMPLE RANGED WEAPON,7
24/08/2020,SIMPLE RANGED WEAPON,8
24/08/2021,SIMPLE RANGED WEAPON,4
24/08/2022,SIMPLE RANGED WEAPON,6
24/08/2023,SIMPLE RANGED WEAPON,12
24/09/2019,SIMPLE RANGED WEAPON,7
24/09/2020,SIMPLE RANGED WEAPON,11
24/09/2021,SIMPLE RANGED WEAPON,3
24/09/2022,SIMPLE RANGED WEAPON,17
24/09/2023,SIMPLE RANGED WEAPON,10
24/10/2019,SIMPLE RANGED WEAPON,9
24/10/2020,SIMPLE RANGED WEAPON,14
24/10/2021,SIMPLE RANGED WEAPON,3
24/10/2022,SIMPLE RANGED WEAPON,12
24/10/2023,SIMPLE RANGED WEAPON,4
24/11/2019,SIMPLE RANGED WEAPON,12
24/11/2020,SIMPLE RANGED WEAPON,14
24/11/2021,SIMPLE RANGED WEAPON,11
24/11/2022,SIMPLE RANGED WEAPON,11
24/11/2023,SIMPLE RANGED WEAPON,5
24/12/2019,SIMPLE RANGED WEAPON,8
24/12/2020,SIMPLE RANGED WEAPON,5
24/12/2021,SIMPLE RANGED WEAPON,16
24/12/2022,SIMPLE RANGED WEAPON,9
24/12/2023,SIMPLE RANGED WEAPON,5
25/01/2019,SIMPLE RANGED WEAPON,8
25/01/2020,SIMPLE RANGED WEAPON,9
25/01/2021,SIMPLE RANGED WEAPON,9
25/01/2022,SIMPLE RANGED WEAPON,12
25/01/2023,SIMPLE RANGED WEAPON,18
25/02/2019,SIMPLE RANGED WEAPON,5
25/02/2020,SIMPLE RANGED WEAPON,5
25/02/2021,SIMPLE RANGED WEAPON,21
25/02/2022,SIMPLE RANGED WEAPON,13
25/02/2023,SIMPLE RANGED WEAPON,11
25/03/2019,SIMPLE RANGED WEAPON,8
25/03/2020,SIMPLE RANGED WEAPON,11
25/03/2021,SIMPLE RANGED WEAPON,3
25/03/2022,SIMPLE RANGED WEAPON,7
25/03/2023,SIMPLE RANGED WEAPON,10
25/04/2019,SIMPLE RANGED WEAPON,9
25/04/2020,SIMPLE RANGED WEAPON,12
25/04/2021,SIMPLE RANGED WEAPON,5
25/04/2022,SIMPLE RANGED WEAPON,10
25/04/2023,SIMPLE RANGED WEAPON,5
25/05/2019,SIMPLE RANGED WEAPON,2
25/05/2020,SIMPLE RANGED WEAPON,10
25/05/2021,SIMPLE RANGED WEAPON,8
25/05/2022,SIMPLE RANGED WEAPON,13
25/05/2023,SIMPLE RANGED WEAPON,11
25/06/2019,SIMPLE RANGED WEAPON,4
25/06/2020,SIMPLE RANGED WEAPON,12
25/06/2021,SIMPLE RANGED WEAPON,7
25/06/2022,SIMPLE RANGED WEAPON,13
25/06/2023,SIMPLE RANGED WEAPON,12
25/07/2019,SIMPLE RANGED WEAPON,11
25/07/2020,SIMPLE RANGED WEAPON,15
25/07/2021,SIMPLE RANGED WEAPON,5
25/07/2022,SIMPLE RANGED WEAPON,16
25/07/2023,SIMPLE RANGED WEAPON,7
25/08/2019,SIMPLE RANGED WEAPON,4
25/08/2020,SIMPLE RANGED WEAPON,10
25/08/2021,SIMPLE RANGED WEAPON,7
25/08/2022,SIMPLE RANGED WEAPON,17
25/08/2023,SIMPLE RANGED WEAPON,10
25/09/2019,SIMPLE RANGED WEAPON,8
25/09/2020,SIMPLE RANGED WEAPON,8
25/09/2021,SIMPLE RANGED WEAPON,5
25/09/2022,SIMPLE RANGED WEAPON,9
25/09/2023,SIMPLE RANGED WEAPON,12
25/10/2019,SIMPLE RANGED WEAPON,12
25/10/2020,SIMPLE RANGED WEAPON,8
25/10/2021,SIMPLE RANGED WEAPON,5
25/10/2022,SIMPLE RANGED WEAPON,8
25/10/2023,SIMPLE RANGED WEAPON,9
25/11/2019,SIMPLE RANGED WEAPON,2
25/11/2020,SIMPLE RANGED WEAPON,13
25/11/2021,SIMPLE RANGED WEAPON,10
25/11/2022,SIMPLE RANGED WEAPON,4
25/11/2023,SIMPLE RANGED WEAPON,12
25/12/2019,SIMPLE RANGED WEAPON,16
25/12/2020,SIMPLE RANGED WEAPON,8
25/12/2021,SIMPLE RANGED WEAPON,18
25/12/2022,SIMPLE RANGED WEAPON,8
25/12/2023,SIMPLE RANGED WEAPON,4
26/01/2019,SIMPLE RANGED WEAPON,7
26/01/2020,SIMPLE RANGED WEAPON,4
26/01/2021,SIMPLE RANGED WEAPON,12
26/01/2022,SIMPLE RANGED WEAPON,5
26/01/2023,SIMPLE RANGED WEAPON,9
26/02/2019,SIMPLE RANGED WEAPON,5
26/02/2020,SIMPLE RANGED WEAPON,8
26/02/2021,SIMPLE RANGED WEAPON,13
26/02/2022,SIMPLE RANGED WEAPON,11
26/02/2023,SIMPLE RANGED WEAPON,6
26/03/2019,SIMPLE RANGED WEAPON,4
26/03/2020,SIMPLE RANGED WEAPON,13
26/03/2021,SIMPLE RANGED WEAPON,7
26/03/2022,SIMPLE RANGED WEAPON,11
26/03/2023,SIMPLE RANGED WEAPON,7
26/04/2019,SIMPLE RANGED WEAPON,7
26/04/2020,SIMPLE RANGED WEAPON,10
26/04/2021,SIMPLE RANGED WEAPON,10
26/04/2022,SIMPLE RANGED WEAPON,12
26/04/2023,SIMPLE RANGED WEAPON,4
26/05/2019,SIMPLE RANGED WEAPON,6
26/05/2020,SIMPLE RANGED WEAPON,12
26/05/2021,SIMPLE RANGED WEAPON,12
26/05/2022,SIMPLE RANGED WEAPON,15
26/05/2023,SIMPLE RANGED WEAPON,17
26/06/2019,SIMPLE RANGED WEAPON,7
26/06/2020,SIMPLE RANGED WEAPON,13
26/06/2021,SIMPLE RANGED WEAPON,7
26/06/2022,SIMPLE RANGED WEAPON,11
26/06/2023,SIMPLE RANGED WEAPON,13
26/07/2019,SIMPLE RANGED WEAPON,8
26/07/2020,SIMPLE RANGED WEAPON,10
26/07/2021,SIMPLE RANGED WEAPON,7
26/07/2022,SIMPLE RANGED WEAPON,18
26/07/2023,SIMPLE RANGED WEAPON,8
26/08/2019,SIMPLE RANGED WEAPON,6
26/08/2020,SIMPLE RANGED WEAPON,9
26/08/2021,SIMPLE RANGED WEAPON,6
26/08/2022,SIMPLE RANGED WEAPON,10
26/08/2023,SIMPLE RANGED WEAPON,14
26/09/2019,SIMPLE RANGED WEAPON,8
26/09/2020,SIMPLE RANGED WEAPON,13
26/09/2021,SIMPLE RANGED WEAPON,2
26/09/2022,SIMPLE RANGED WEAPON,8
26/09/2023,SIMPLE RANGED WEAPON,5
26/10/2019,SIMPLE RANGED WEAPON,8
26/10/2020,SIMPLE RANGED WEAPON,11
26/10/2021,SIMPLE RANGED WEAPON,4
26/10/2022,SIMPLE RANGED WEAPON,5
26/10/2023,SIMPLE RANGED WEAPON,14
26/11/2019,SIMPLE RANGED WEAPON,8
26/11/2020,SIMPLE RANGED WEAPON,13
26/11/2021,SIMPLE RANGED WEAPON,10
26/11/2022,SIMPLE RANGED WEAPON,16
26/11/2023,SIMPLE RANGED WEAPON,9
26/12/2019,SIMPLE RANGED WEAPON,7
26/12/2020,SIMPLE RANGED WEAPON,15
26/12/2021,SIMPLE RANGED WEAPON,7
26/12/2022,SIMPLE RANGED WEAPON,9
26/12/2023,SIMPLE RANGED WEAPON,9
27/01/2019,SIMPLE RANGED WEAPON,5
27/01/2020,SIMPLE RANGED WEAPON,8
27/01/2021,SIMPLE RANGED WEAPON,7
27/01/2022,SIMPLE RANGED WEAPON,7
27/01/2023,SIMPLE RANGED WEAPON,6
27/02/2019,SIMPLE RANGED WEAPON,4
27/02/2020,SIMPLE RANGED WEAPON,9
27/02/2021,SIMPLE RANGED WEAPON,10
27/02/2022,SIMPLE RANGED WEAPON,13
27/02/2023,SIMPLE RANGED WEAPON,10
27/03/2019,SIMPLE RANGED WEAPON,6
27/03/2020,SIMPLE RANGED WEAPON,14
27/03/2021,SIMPLE RANGED WEAPON,17
27/03/2022,SIMPLE RANGED WEAPON,14
27/03/2023,SIMPLE RANGED WEAPON,11
27/04/2019,SIMPLE RANGED WEAPON,6
27/04/2020,SIMPLE RANGED WEAPON,9
27/04/2021,SIMPLE RANGED WEAPON,15
27/04/2022,SIMPLE RANGED WEAPON,11
27/04/2023,SIMPLE RANGED WEAPON,12
27/05/2019,SIMPLE RANGED WEAPON,4
27/05/2020,SIMPLE RANGED WEAPON,9
27/05/2021,SIMPLE RANGED WEAPON,13
27/05/2022,SIMPLE RANGED WEAPON,15
27/05/2023,SIMPLE RANGED WEAPON,9
27/06/2019,SIMPLE RANGED WEAPON,4
27/06/2020,SIMPLE RANGED WEAPON,11
27/06/2021,SIMPLE RANGED WEAPON,4
27/06/2022,SIMPLE RANGED WEAPON,16
27/06/2023,SIMPLE RANGED WEAPON,7
27/07/2019,SIMPLE RANGED WEAPON,17
27/07/2020,SIMPLE RANGED WEAPON,6
27/07/2021,SIMPLE RANGED WEAPON,4
27/07/2022,SIMPLE RANGED WEAPON,22
27/07/2023,SIMPLE RANGED WEAPON,8
27/08/2019,SIMPLE RANGED WEAPON,4
27/08/2020,SIMPLE RANGED WEAPON,15
27/08/2021,SIMPLE RANGED WEAPON,4
27/08/2022,SIMPLE RANGED WEAPON,11
27/08/2023,SIMPLE RANGED WEAPON,11
27/09/2019,SIMPLE RANGED WEAPON,6
27/09/2020,SIMPLE RANGED WEAPON,8
27/09/2021,SIMPLE RANGED WEAPON,2
27/09/2022,SIMPLE RANGED WEAPON,14
27/09/2023,SIMPLE RANGED WEAPON,11
27/10/2019,SIMPLE RANGED WEAPON,11
27/10/2020,SIMPLE RANGED WEAPON,14
27/10/2021,SIMPLE RANGED WEAPON,2
27/10/2022,SIMPLE RANGED WEAPON,17
27/10/2023,SIMPLE RANGED WEAPON,9
27/11/2019,SIMPLE RANGED WEAPON,6
27/11/2020,SIMPLE RANGED WEAPON,12
27/11/2021,SIMPLE RANGED WEAPON,12
27/11/2022,SIMPLE RANGED WEAPON,10
27/11/2023,SIMPLE RANGED WEAPON,7
27/12/2019,SIMPLE RANGED WEAPON,5
27/12/2020,SIMPLE RANGED WEAPON,16
27/12/2021,SIMPLE RANGED WEAPON,5
27/12/2022,SIMPLE RANGED WEAPON,6
27/12/2023,SIMPLE RANGED WEAPON,6
28/01/2019,SIMPLE RANGED WEAPON,8
28/01/2020,SIMPLE RANGED WEAPON,15
28/01/2021,SIMPLE RANGED WEAPON,12
28/01/2022,SIMPLE RANGED WEAPON,21
28/01/2023,SIMPLE RANGED WEAPON,7
28/02/2019,SIMPLE RANGED WEAPON,5
28/02/2020,SIMPLE RANGED WEAPON,8
28/02/2021,SIMPLE RANGED WEAPON,7
28/02/2022,SIMPLE RANGED WEAPON,12
28/02/2023,SIMPLE RANGED WEAPON,6
28/03/2019,SIMPLE RANGED WEAPON,5
28/03/2020,SIMPLE RANGED WEAPON,6
28/03/2021,SIMPLE RANGED WEAPON,12
28/03/2022,SIMPLE RANGED WEAPON,15
28/03/2023,SIMPLE RANGED WEAPON,8
28/04/2019,SIMPLE RANGED WEAPON,4
28/04/2020,SIMPLE RANGED WEAPON,13
28/04/2021,SIMPLE RANGED WEAPON,14
28/04/2022,SIMPLE RANGED WEAPON,8
28/04/2023,SIMPLE RANGED WEAPON,6
28/05/2019,SIMPLE RANGED WEAPON,6
28/05/2020,SIMPLE RANGED WEAPON,15
28/05/2021,SIMPLE RANGED WEAPON,9
28/05/2022,SIMPLE RANGED WEAPON,7
28/05/2023,SIMPLE RANGED WEAPON,13
28/06/2019,SIMPLE RANGED WEAPON,9
28/06/2020,SIMPLE RANGED WEAPON,12
28/06/2021,SIMPLE RANGED WEAPON,4
28/06/2022,SIMPLE RANGED WEAPON,8
28/06/2023,SIMPLE RANGED WEAPON,16
28/07/2019,SIMPLE RANGED WEAPON,9
28/07/2020,SIMPLE RANGED WEAPON,12
28/07/2021,SIMPLE RANGED WEAPON,5
28/07/2022,SIMPLE RANGED WEAPON,9
28/07/2023,SIMPLE RANGED WEAPON,7
28/08/2019,SIMPLE RANGED WEAPON,9
28/08/2020,SIMPLE RANGED WEAPON,7
28/08/2021,SIMPLE RANGED WEAPON,6
28/08/2022,SIMPLE RANGED WEAPON,7
28/08/2023,SIMPLE RANGED WEAPON,13
28/09/2019,SIMPLE RANGED WEAPON,2
28/09/2020,SIMPLE RANGED WEAPON,15
