Nation,OrderDate,AverageDeliveryTime
Thay,22/04/2019,6.6
Thay,23/04/2019,3.833333333
Thay,24/04/2019,7.333333333
Thay,25/04/2019,7
Thay,26/04/2019,4.5
Thay,27/04/2019,8.333333333
Thay,28/04/2019,9.25
Thay,29/04/2019,6.888888889
Thay,30/04/2019,8.142857143
Thay,02/05/2019,8.5
Thay,03/05/2019,5.666666667
Thay,04/05/2019,5.9
Thay,05/05/2019,6.333333333
Thay,06/05/2019,5.75
Thay,07/05/2019,7.333333333
Thay,09/05/2019,5.25
Thay,10/05/2019,8.5
Thay,11/05/2019,8.333333333
Thay,12/05/2019,7.666666667
Thay,14/05/2019,9.142857143
Thay,15/05/2019,4.666666667
Thay,16/05/2019,5.75
Thay,17/05/2019,11
Thay,18/05/2019,4.666666667
Thay,19/05/2019,1.5
Thay,20/05/2019,2.6
Thay,21/05/2019,3.5
Thay,22/05/2019,5.5
Thay,23/05/2019,8.142857143
Thay,24/05/2019,6
Thay,25/05/2019,5.25
Thay,26/05/2019,8
Thay,27/05/2019,6.111111111
Thay,28/05/2019,8
Thay,29/05/2019,6.5
Thay,30/05/2019,7
Thay,31/05/2019,7.8
Thay,01/06/2019,7
Thay,02/06/2019,6.75
Thay,03/06/2019,7
Thay,04/06/2019,6.666666667
Thay,05/06/2019,8.1
Thay,06/06/2019,10
Thay,08/06/2019,10.66666667
Thay,09/06/2019,7.25
Thay,10/06/2019,11.5
Thay,11/06/2019,5
Thay,12/06/2019,10
Thay,13/06/2019,10.6
Thay,14/06/2019,6.833333333
Thay,15/06/2019,9.75
Thay,16/06/2019,5.666666667
Thay,17/06/2019,9.25
Thay,18/06/2019,7.2
Thay,19/06/2019,7.75
Thay,20/06/2019,12
Thay,21/06/2019,9.833333333
Thay,22/06/2019,6.333333333
Thay,23/06/2019,8
Thay,24/06/2019,6
Thay,25/06/2019,8.6
Thay,26/06/2019,6.8
Thay,27/06/2019,5
Thay,28/06/2019,6.571428571
Thay,29/06/2019,7.8
Thay,30/06/2019,10.66666667
Thay,01/07/2019,5.75
Thay,02/07/2019,8
Thay,03/07/2019,4.833333333
Thay,04/07/2019,12
Thay,05/07/2019,5.666666667
Thay,06/07/2019,6.777777778
Thay,07/07/2019,10.28571429
Thay,08/07/2019,6.75
Thay,09/07/2019,8.6
Thay,10/07/2019,11.25
Thay,11/07/2019,8
Thay,12/07/2019,7.5
Thay,13/07/2019,4.2
Thay,14/07/2019,7.2
Thay,15/07/2019,13
Thay,16/07/2019,6
Thay,17/07/2019,7.125
Thay,18/07/2019,10.33333333
Thay,19/07/2019,2
Thay,20/07/2019,7.75
Thay,21/07/2019,6.875
Thay,22/07/2019,9.333333333
Thay,23/07/2019,8.5
Thay,24/07/2019,4
Thay,25/07/2019,8.75
Thay,26/07/2019,8.875
Thay,27/07/2019,4.5
Thay,28/07/2019,8.25
Thay,29/07/2019,4.5
Thay,30/07/2019,5
Thay,31/07/2019,2.25
Thay,01/08/2019,7.75
Thay,02/08/2019,6.6
Thay,03/08/2019,4.333333333
Thay,04/08/2019,7.6
Thay,05/08/2019,11
Thay,06/08/2019,7.333333333
Thay,07/08/2019,8.833333333
Thay,08/08/2019,6.75
Thay,09/08/2019,4.5
Thay,10/08/2019,8.4
Thay,11/08/2019,12.5
Thay,12/08/2019,7.25
Thay,13/08/2019,5.833333333
Thay,14/08/2019,6.625
Thay,15/08/2019,3.333333333
Thay,16/08/2019,10
Thay,17/08/2019,6.2
Thay,18/08/2019,8.4
Thay,19/08/2019,7.666666667
Thay,20/08/2019,14
Thay,21/08/2019,4.666666667
Thay,22/08/2019,8
Thay,23/08/2019,1.5
Thay,24/08/2019,12.16666667
Thay,25/08/2019,8.571428571
Thay,26/08/2019,6
Thay,27/08/2019,3.5
Thay,28/08/2019,6
Thay,29/08/2019,9.5
Thay,30/08/2019,2.5
Thay,31/08/2019,8.666666667
Thay,01/09/2019,5.4
Thay,02/09/2019,6
Thay,03/09/2019,6.75
Thay,04/09/2019,4
Thay,05/09/2019,6.285714286
Thay,06/09/2019,7.5
Thay,07/09/2019,7.5
Thay,08/09/2019,7
Thay,09/09/2019,4
Thay,10/09/2019,5.111111111
Thay,11/09/2019,8
Thay,12/09/2019,8.2
Thay,13/09/2019,6
Thay,14/09/2019,3.5
Thay,15/09/2019,6.142857143
Thay,16/09/2019,6.333333333
Thay,17/09/2019,5.285714286
Thay,18/09/2019,6
Thay,19/09/2019,6.375
Thay,20/09/2019,8.428571429
Thay,21/09/2019,5.5
Thay,22/09/2019,7
Thay,23/09/2019,6.6
Thay,24/09/2019,10.75
Thay,25/09/2019,7
Thay,26/09/2019,8.833333333
Thay,27/09/2019,10.71428571
Thay,28/09/2019,9.4
Thay,29/09/2019,6.428571429
Thay,30/09/2019,9
Thay,01/10/2019,7
Thay,02/10/2019,6
Thay,03/10/2019,9.6
Thay,04/10/2019,5.5
Thay,05/10/2019,8
Thay,06/10/2019,2.5
Thay,07/10/2019,4
Thay,08/10/2019,5
Thay,09/10/2019,8
Thay,10/10/2019,3.571428571
Thay,11/10/2019,5.555555556
Thay,12/10/2019,8.4
Thay,13/10/2019,10
Thay,14/10/2019,10
Thay,15/10/2019,6.833333333
Thay,16/10/2019,7
Thay,17/10/2019,7.75
Thay,18/10/2019,6.5
Thay,19/10/2019,3.625
Thay,20/10/2019,8.75
Thay,21/10/2019,5.75
Thay,22/10/2019,5.125
Thay,23/10/2019,4.2
Thay,24/10/2019,6
Thay,25/10/2019,5.2
Thay,26/10/2019,6.5
Thay,27/10/2019,8
Thay,28/10/2019,10.33333333
Thay,29/10/2019,7.5
Thay,30/10/2019,8.5
Thay,31/10/2019,7.125
Thay,01/11/2019,0.5
Thay,02/11/2019,4.857142857
Thay,03/11/2019,5.6
Thay,04/11/2019,8
Thay,05/11/2019,9.6
Thay,06/11/2019,7
Thay,07/11/2019,4.25
Thay,08/11/2019,11.75
Thay,09/11/2019,8.25
Thay,10/11/2019,5.75
Thay,11/11/2019,11.33333333
Thay,12/11/2019,6.8
Thay,13/11/2019,7.5
Thay,14/11/2019,7
Thay,15/11/2019,7.428571429
Thay,16/11/2019,5.571428571
Thay,17/11/2019,6.333333333
Thay,18/11/2019,7.142857143
Thay,19/11/2019,9.333333333
Thay,20/11/2019,4.2
Thay,21/11/2019,4.857142857
Thay,22/11/2019,9.333333333
Thay,23/11/2019,4.25
Thay,24/11/2019,10
Thay,25/11/2019,8.5
Thay,26/11/2019,10
Thay,27/11/2019,7.5
Thay,28/11/2019,6.333333333
Thay,29/11/2019,4.875
Thay,30/11/2019,5.2
Thay,01/12/2019,7.6
Thay,02/12/2019,11.4
Thay,03/12/2019,6.6
Thay,04/12/2019,9.5
Thay,05/12/2019,7
Thay,06/12/2019,6.5
Thay,07/12/2019,6.125
Thay,08/12/2019,9.5
Thay,09/12/2019,5.714285714
Thay,10/12/2019,10.5
Thay,11/12/2019,6.2
Thay,12/12/2019,11.4
Thay,13/12/2019,8.2
Thay,14/12/2019,4.666666667
Thay,15/12/2019,6
Thay,16/12/2019,5
Thay,17/12/2019,5.5
Thay,18/12/2019,8.8
Thay,19/12/2019,7.666666667
Thay,20/12/2019,7.142857143
Thay,21/12/2019,8.75
Thay,22/12/2019,5.2
Thay,23/12/2019,7.166666667
Thay,24/12/2019,9.5
Thay,25/12/2019,5
Thay,26/12/2019,6.5
Thay,27/12/2019,11
Thay,28/12/2019,6.363636364
Thay,29/12/2019,7.666666667
Thay,31/12/2019,6.5
Thay,01/01/2020,7.75
Thay,02/01/2020,9.2
Thay,03/01/2020,9.666666667
Thay,04/01/2020,8.714285714
Thay,05/01/2020,7
Thay,06/01/2020,8.833333333
Thay,07/01/2020,5.444444444
Thay,08/01/2020,5.75
Thay,09/01/2020,10.6
Thay,10/01/2020,5.5
Thay,11/01/2020,8
Thay,12/01/2020,7.5
Thay,13/01/2020,7.2
Thay,14/01/2020,2
Thay,15/01/2020,7
Thay,16/01/2020,8.444444444
Thay,17/01/2020,8.75
Thay,18/01/2020,9.666666667
Thay,19/01/2020,6.5
Thay,20/01/2020,6.375
Thay,21/01/2020,5.4
Thay,22/01/2020,11
Thay,23/01/2020,5
Thay,24/01/2020,8.333333333
Thay,25/01/2020,4.5
Thay,26/01/2020,6.285714286
Thay,27/01/2020,13
Thay,28/01/2020,5.875
Thay,29/01/2020,6.666666667
Thay,30/01/2020,4
Thay,31/01/2020,7.666666667
Thay,01/02/2020,7
Thay,02/02/2020,6
Thay,03/02/2020,8.75
Thay,04/02/2020,9
Thay,05/02/2020,6.666666667
Thay,06/02/2020,6
Thay,07/02/2020,8.8
Thay,08/02/2020,8.5
Thay,09/02/2020,6.2
Thay,10/02/2020,10.14285714
Thay,11/02/2020,5.75
Thay,12/02/2020,4.75
Thay,13/02/2020,6.2
Thay,15/02/2020,5.6
Thay,16/02/2020,6.4
Thay,17/02/2020,6
Thay,18/02/2020,6
Thay,19/02/2020,6.5
Thay,20/02/2020,5.428571429
Thay,21/02/2020,5.666666667
Thay,22/02/2020,4.75
Thay,23/02/2020,7.714285714
Thay,24/02/2020,4.166666667
Thay,25/02/2020,7.666666667
Thay,26/02/2020,7.25
Thay,27/02/2020,5.571428571
Thay,28/02/2020,1
Thay,29/02/2020,10
Thay,01/03/2020,5.2
Thay,02/03/2020,4.166666667
Thay,03/03/2020,7
Thay,04/03/2020,8.166666667
Thay,05/03/2020,4.857142857
Thay,06/03/2020,4.5
Thay,07/03/2020,4.25
Thay,08/03/2020,7.428571429
Thay,09/03/2020,6.111111111
Thay,10/03/2020,5.833333333
Thay,11/03/2020,5.5
Thay,12/03/2020,8
Thay,13/03/2020,6
Thay,14/03/2020,7.285714286
Thay,15/03/2020,6.5
Thay,16/03/2020,5.666666667
Thay,17/03/2020,7.142857143
Thay,18/03/2020,11
Thay,19/03/2020,10
Thay,20/03/2020,5.666666667
Thay,21/03/2020,6
Thay,22/03/2020,10
Thay,23/03/2020,5.714285714
Thay,24/03/2020,7
Thay,25/03/2020,9
Thay,26/03/2020,7.333333333
Thay,27/03/2020,11.75
Thay,28/03/2020,6.833333333
Thay,29/03/2020,8.166666667
Thay,30/03/2020,6
Thay,31/03/2020,3
Thay,01/04/2020,4.5
Thay,02/04/2020,10
Thay,03/04/2020,11
Thay,04/04/2020,6.142857143
Thay,05/04/2020,4.5
Thay,06/04/2020,8.4
Thay,07/04/2020,7.5
Thay,08/04/2020,6.5
Thay,09/04/2020,6.875
Thay,10/04/2020,5.5
Thay,11/04/2020,6
Thay,12/04/2020,5
Thay,13/04/2020,6.333333333
Thay,14/04/2020,7.25
Thay,15/04/2020,3
Thay,16/04/2020,8.25
Thay,17/04/2020,6
Thay,18/04/2020,6
Thay,19/04/2020,8.333333333
Thay,20/04/2020,6.666666667
Thay,21/04/2020,6.285714286
Thay,22/04/2020,6.5
Thay,23/04/2020,8.75
Thay,24/04/2020,8.75
Thay,25/04/2020,13
Thay,26/04/2020,4.6
Thay,27/04/2020,11.83333333
Thay,28/04/2020,3.5
Thay,29/04/2020,7.666666667
Thay,30/04/2020,2
Thay,01/05/2020,8
Thay,02/05/2020,11
Thay,03/05/2020,6.571428571
Thay,04/05/2020,3.333333333
Thay,05/05/2020,6
Thay,06/05/2020,4
Thay,07/05/2020,8.125
Thay,08/05/2020,9
Thay,09/05/2020,7.333333333
Thay,10/05/2020,11
Thay,11/05/2020,3.75
Thay,12/05/2020,5.5
Thay,13/05/2020,9.666666667
Thay,14/05/2020,6.444444444
Thay,15/05/2020,10.75
Thay,16/05/2020,9
Thay,17/05/2020,5.5
Thay,18/05/2020,10.5
Thay,19/05/2020,10.25
Thay,20/05/2020,7.8
Thay,21/05/2020,4
Thay,22/05/2020,6.166666667
Thay,23/05/2020,5.5
Thay,24/05/2020,9.25
Thay,25/05/2020,7.2
Thay,26/05/2020,10.5
Thay,27/05/2020,8.125
Thay,28/05/2020,5.5
Thay,29/05/2020,5.25
Thay,30/05/2020,6
Thay,31/05/2020,8.666666667
Thay,01/06/2020,6.125
Thay,02/06/2020,6
Thay,03/06/2020,5
Thay,04/06/2020,8.625
Thay,05/06/2020,4
Thay,06/06/2020,6.75
Thay,07/06/2020,7.555555556
Thay,08/06/2020,7.428571429
Thay,09/06/2020,4.2
Thay,10/06/2020,5.6
Thay,11/06/2020,6.875
Thay,12/06/2020,11.66666667
Thay,13/06/2020,5.333333333
Thay,14/06/2020,6
Thay,15/06/2020,3
Thay,16/06/2020,8.5
Thay,17/06/2020,8.666666667
Thay,18/06/2020,3.5
Thay,19/06/2020,9.333333333
Thay,20/06/2020,8.5
Thay,21/06/2020,7.25
Thay,22/06/2020,7.875
Thay,23/06/2020,6
Thay,24/06/2020,2.666666667
Thay,25/06/2020,6.666666667
Thay,26/06/2020,3.333333333
Thay,27/06/2020,5.8
Thay,28/06/2020,9.5
Thay,29/06/2020,3.75
Thay,30/06/2020,9.333333333
Thay,01/07/2020,6
Thay,02/07/2020,3
Thay,03/07/2020,8
Thay,04/07/2020,1.333333333
Thay,05/07/2020,7.333333333
Thay,06/07/2020,6.166666667
Thay,07/07/2020,8.4
Thay,08/07/2020,4.875
Thay,09/07/2020,4.272727273
Thay,10/07/2020,5
Thay,11/07/2020,8
Thay,12/07/2020,5.666666667
Thay,13/07/2020,8.625
Thay,14/07/2020,7
Thay,15/07/2020,6
Thay,16/07/2020,6.6
Thay,17/07/2020,7.857142857
Thay,18/07/2020,7.5
Thay,19/07/2020,7.5
Thay,20/07/2020,6
Thay,21/07/2020,8.666666667
Thay,22/07/2020,11.16666667
Thay,23/07/2020,4.5
Thay,24/07/2020,5.125
Thay,25/07/2020,8.6
Thay,26/07/2020,8.5
Thay,27/07/2020,8.666666667
Thay,28/07/2020,9.142857143
Thay,29/07/2020,10.66666667
Thay,30/07/2020,9.75
Thay,31/07/2020,6.625
Thay,01/08/2020,5.75
Thay,02/08/2020,4.25
Thay,03/08/2020,5.666666667
Thay,04/08/2020,5.166666667
Thay,05/08/2020,6.5
Thay,06/08/2020,8.333333333
Thay,07/08/2020,7.2
Thay,08/08/2020,7.714285714
Thay,09/08/2020,7.5
Thay,10/08/2020,11.6
Thay,11/08/2020,5.833333333
Thay,12/08/2020,1
Thay,13/08/2020,9
Thay,14/08/2020,5.666666667
Thay,15/08/2020,10.75
Thay,16/08/2020,4.5
Thay,17/08/2020,3
Thay,18/08/2020,6.5
Thay,19/08/2020,5.2
Thay,20/08/2020,6.111111111
Thay,21/08/2020,7.2
Thay,22/08/2020,7.571428571
Thay,23/08/2020,8
Thay,24/08/2020,5.2
Thay,25/08/2020,5.5
Thay,26/08/2020,8
Thay,27/08/2020,12
Thay,28/08/2020,6
Thay,29/08/2020,6.875
Thay,30/08/2020,6.2
Thay,31/08/2020,7.333333333
Thay,01/09/2020,5
Thay,02/09/2020,6.666666667
Thay,03/09/2020,8
Thay,04/09/2020,11
Thay,05/09/2020,8.875
Thay,06/09/2020,7
Thay,07/09/2020,6.333333333
Thay,08/09/2020,7.857142857
Thay,09/09/2020,7.857142857
Thay,10/09/2020,3.333333333
Thay,11/09/2020,7.6
Thay,12/09/2020,11
Thay,13/09/2020,5.5
Thay,14/09/2020,5.333333333
Thay,15/09/2020,9.5
Thay,16/09/2020,7.285714286
Thay,17/09/2020,7
Thay,18/09/2020,6.8
Thay,19/09/2020,8
Thay,20/09/2020,5.666666667
Thay,21/09/2020,11.25
Thay,22/09/2020,9.666666667
Thay,23/09/2020,3.5
Thay,24/09/2020,5.75
Thay,25/09/2020,9.2
Thay,26/09/2020,5.2
Thay,27/09/2020,8.75
Thay,28/09/2020,6.4
Thay,29/09/2020,5
Thay,30/09/2020,8.75
Thay,01/10/2020,8.4
Thay,02/10/2020,9
Thay,03/10/2020,13.5
Thay,04/10/2020,7.666666667
Thay,05/10/2020,11.66666667
Thay,06/10/2020,10
Thay,07/10/2020,3
Thay,08/10/2020,10.33333333
Thay,09/10/2020,9.2
Thay,10/10/2020,8
Thay,11/10/2020,6.5
Thay,12/10/2020,6
Thay,13/10/2020,8.8
Thay,14/10/2020,7.272727273
Thay,15/10/2020,8.25
Thay,16/10/2020,7.125
Thay,17/10/2020,7.222222222
Thay,18/10/2020,6.166666667
Thay,19/10/2020,5.5
Thay,20/10/2020,8.25
Thay,21/10/2020,8.6
Thay,22/10/2020,4.7
Thay,23/10/2020,7.857142857
Thay,24/10/2020,7.2
Thay,25/10/2020,5
Thay,26/10/2020,3.75
Thay,27/10/2020,6.9
Thay,28/10/2020,7.666666667
Thay,29/10/2020,6
Thay,30/10/2020,5.25
Thay,31/10/2020,10.5
Thay,01/11/2020,8.5
Thay,02/11/2020,3.5
Thay,03/11/2020,7.25
Thay,04/11/2020,5.125
Thay,05/11/2020,6.222222222
Thay,06/11/2020,7
Thay,07/11/2020,8
Thay,08/11/2020,6.666666667
Thay,09/11/2020,7.6
Thay,10/11/2020,10
Thay,11/11/2020,5
Thay,12/11/2020,6.833333333
Thay,13/11/2020,14
Thay,14/11/2020,6.25
Thay,15/11/2020,6.714285714
Thay,16/11/2020,7.666666667
Thay,17/11/2020,4.75
Thay,18/11/2020,2
Thay,19/11/2020,7
Thay,20/11/2020,4.142857143
Thay,21/11/2020,6
Thay,22/11/2020,4.666666667
Thay,23/11/2020,7.333333333
Thay,24/11/2020,6.5
Thay,25/11/2020,7.666666667
Thay,26/11/2020,7.428571429
Thay,27/11/2020,9
Thay,28/11/2020,5
Thay,29/11/2020,6.2
Thay,30/11/2020,7.25
Thay,01/12/2020,6.777777778
Thay,02/12/2020,12.5
Thay,03/12/2020,7.666666667
Thay,04/12/2020,7
Thay,05/12/2020,9.25
Thay,06/12/2020,5.6
Thay,07/12/2020,1
Thay,08/12/2020,5.142857143
Thay,09/12/2020,3
Thay,10/12/2020,9
Thay,11/12/2020,10.5
Thay,12/12/2020,6.833333333
Thay,13/12/2020,5
Thay,14/12/2020,8.333333333
Thay,15/12/2020,7.75
Thay,16/12/2020,11.33333333
Thay,17/12/2020,5
Thay,18/12/2020,3.5
Thay,19/12/2020,8
Thay,20/12/2020,4
Thay,21/12/2020,7
Thay,22/12/2020,7.285714286
Thay,23/12/2020,8.5
Thay,24/12/2020,5.2
Thay,25/12/2020,7.125
Thay,26/12/2020,4.555555556
Thay,27/12/2020,10.5
Thay,28/12/2020,10.8
Thay,29/12/2020,7.6
Thay,30/12/2020,7.333333333
Thay,31/12/2020,10.5
Thay,01/01/2021,9
Thay,02/01/2021,8
Thay,03/01/2021,6.4
Thay,04/01/2021,7.75
Thay,05/01/2021,8
Thay,06/01/2021,6
Thay,07/01/2021,3.166666667
Thay,08/01/2021,5
Thay,09/01/2021,6.75
Thay,10/01/2021,9.333333333
Thay,11/01/2021,13
Thay,12/01/2021,5.75
Thay,13/01/2021,7.428571429
Thay,14/01/2021,6.75
Thay,15/01/2021,7.4
Thay,16/01/2021,9
Thay,17/01/2021,8.333333333
Thay,18/01/2021,5.5
Thay,19/01/2021,7
Thay,20/01/2021,6.75
Thay,21/01/2021,2.75
Thay,22/01/2021,3
Thay,23/01/2021,8
Thay,24/01/2021,5
Thay,25/01/2021,9
Thay,26/01/2021,10.5
Thay,27/01/2021,10.25
Thay,28/01/2021,6.4
Thay,29/01/2021,6.555555556
Thay,30/01/2021,6.428571429
Thay,31/01/2021,4.25
Thay,01/02/2021,8.75
Thay,02/02/2021,8.2
Thay,03/02/2021,6.5
Thay,04/02/2021,8.4
Thay,05/02/2021,5
Thay,06/02/2021,11
Thay,07/02/2021,11.2
Thay,08/02/2021,6.333333333
Thay,09/02/2021,9.333333333
Thay,10/02/2021,7
Thay,11/02/2021,9.285714286
Thay,12/02/2021,7.2
Thay,13/02/2021,8.75
Thay,14/02/2021,4.5
Thay,15/02/2021,6.75
Thay,16/02/2021,10.25
Thay,17/02/2021,5.2
Thay,18/02/2021,8.333333333
Thay,19/02/2021,6
Thay,20/02/2021,7.571428571
Thay,21/02/2021,5.8
Thay,22/02/2021,6
Thay,23/02/2021,5
Thay,24/02/2021,7.333333333
Thay,25/02/2021,9.5
Thay,26/02/2021,4.2
Thay,27/02/2021,7.166666667
Thay,28/02/2021,5.8
Thay,01/03/2021,4
Thay,02/03/2021,12
Thay,03/03/2021,8.444444444
Thay,04/03/2021,4.666666667
Thay,05/03/2021,8.625
Thay,06/03/2021,3
Thay,07/03/2021,2.333333333
Thay,08/03/2021,9.333333333
Thay,09/03/2021,9
Thay,10/03/2021,3.142857143
Thay,11/03/2021,6.75
Thay,12/03/2021,8.666666667
Thay,13/03/2021,8.833333333
Thay,14/03/2021,8.166666667
Thay,15/03/2021,4
Thay,16/03/2021,11.33333333
Thay,17/03/2021,7.142857143
Thay,18/03/2021,8
Thay,19/03/2021,7.5
Thay,20/03/2021,7.25
Thay,21/03/2021,8.25
Thay,22/03/2021,5.5
Thay,23/03/2021,12
Thay,24/03/2021,8.4
Thay,25/03/2021,8.333333333
Thay,26/03/2021,7
Thay,27/03/2021,7.5
Thay,28/03/2021,6.714285714
Thay,29/03/2021,7.4
Thay,30/03/2021,9.75
Thay,31/03/2021,6.666666667
Thay,01/04/2021,10
Thay,02/04/2021,7.75
Thay,03/04/2021,4
Thay,04/04/2021,6.666666667
Thay,05/04/2021,7.625
Thay,06/04/2021,8
Thay,08/04/2021,4.8
Thay,09/04/2021,8.333333333
Thay,10/04/2021,8.5
Thay,11/04/2021,2.5
Thay,12/04/2021,7
Thay,13/04/2021,10
Thay,14/04/2021,5
Thay,15/04/2021,6.333333333
Thay,16/04/2021,5.875
Thay,17/04/2021,8.833333333
Thay,18/04/2021,7.8
Thay,19/04/2021,5.833333333
Thay,20/04/2021,8.75
Thay,21/04/2021,10.5
Thay,22/04/2021,10.42857143
Thay,23/04/2021,8
Thay,24/04/2021,3.5
Thay,25/04/2021,5
Thay,26/04/2021,7.333333333
Thay,27/04/2021,6.333333333
Thay,28/04/2021,5.666666667
Thay,29/04/2021,2.5
Thay,30/04/2021,5.142857143
Thay,01/05/2021,9.25
Thay,02/05/2021,7.333333333
Thay,03/05/2021,6.333333333
Thay,04/05/2021,10.33333333
Thay,05/05/2021,8.333333333
Thay,06/05/2021,8.5
Thay,07/05/2021,9.5
Thay,08/05/2021,9
Thay,09/05/2021,8.2
Thay,11/05/2021,3
Thay,12/05/2021,5.5
Thay,13/05/2021,8.75
Thay,14/05/2021,10.75
Thay,15/05/2021,7
Thay,16/05/2021,6
Thay,17/05/2021,5.5
Thay,18/05/2021,7.333333333
Thay,19/05/2021,4.714285714
Thay,20/05/2021,6.5
Thay,21/05/2021,0
Thay,22/05/2021,7.142857143
Thay,23/05/2021,4.625
Thay,24/05/2021,6.75
Thay,25/05/2021,8.142857143
Thay,26/05/2021,8
Thay,27/05/2021,5.6
Thay,28/05/2021,5.142857143
Thay,29/05/2021,8
Thay,30/05/2021,6
Thay,31/05/2021,7.8
Thay,01/06/2021,106
Thay,02/06/2021,128.2
Thay,03/06/2021,108.4444444
Thay,04/06/2021,84.5
Thay,05/06/2021,104.6666667
Thay,06/06/2021,58.66666667
Thay,07/06/2021,70
Thay,08/06/2021,36.2
Thay,09/06/2021,118.2
Thay,10/06/2021,57.22222222
Thay,11/06/2021,79
Thay,12/06/2021,25.57142857
Thay,13/06/2021,8.5
Thay,14/06/2021,66.28571429
Thay,15/06/2021,42.5
Thay,16/06/2021,48.8
Thay,17/06/2021,87.2
Thay,18/06/2021,138
Thay,19/06/2021,86.6
Thay,20/06/2021,3.333333333
Thay,21/06/2021,71.2
Thay,22/06/2021,66.77777778
Thay,23/06/2021,73
Thay,24/06/2021,93.66666667
Thay,25/06/2021,38.25
Thay,26/06/2021,52.33333333
Thay,27/06/2021,90.66666667
Thay,28/06/2021,61.55555556
Thay,29/06/2021,103.4
Thay,30/06/2021,30.8
Thay,01/07/2021,80.2
Thay,02/07/2021,76.85714286
Thay,03/07/2021,8.75
Thay,04/07/2021,42
Thay,05/07/2021,51
Thay,06/07/2021,50.18181818
Thay,07/07/2021,94
Thay,08/07/2021,51.8
Thay,09/07/2021,118
Thay,10/07/2021,87.6
Thay,11/07/2021,34.75
Thay,12/07/2021,96
Thay,13/07/2021,121
Thay,14/07/2021,45
Thay,15/07/2021,80.83333333
Thay,16/07/2021,41.5
Thay,17/07/2021,112
Thay,18/07/2021,76.55555556
Thay,19/07/2021,59.25
Thay,20/07/2021,31.5
Thay,21/07/2021,110
Thay,22/07/2021,46.4
Thay,23/07/2021,73.66666667
Thay,24/07/2021,24.5
Thay,25/07/2021,43.875
Thay,26/07/2021,84.2
Thay,27/07/2021,46.4
Thay,28/07/2021,38.66666667
Thay,29/07/2021,56.5
Thay,31/07/2021,6.5
Thay,01/08/2021,7.833333333
Thay,02/08/2021,68.83333333
Thay,03/08/2021,37.5
Thay,04/08/2021,19.16666667
Thay,05/08/2021,77
Thay,06/08/2021,59.2
Thay,07/08/2021,68.66666667
Thay,08/08/2021,59.16666667
Thay,09/08/2021,20.33333333
Thay,10/08/2021,50
Thay,11/08/2021,27.5
Thay,12/08/2021,28.66666667
Thay,13/08/2021,32.66666667
Thay,14/08/2021,42.28571429
Thay,15/08/2021,19.16666667
Thay,16/08/2021,22.6
Thay,17/08/2021,45
Thay,18/08/2021,24
Thay,19/08/2021,45.5
Thay,20/08/2021,78.5
Thay,21/08/2021,56
Thay,22/08/2021,59.375
Thay,23/08/2021,1
Thay,24/08/2021,43.75
Thay,25/08/2021,32
Thay,26/08/2021,6
Thay,27/08/2021,40.85714286
Thay,28/08/2021,50.66666667
Thay,29/08/2021,34
Thay,30/08/2021,50.71428571
Thay,31/08/2021,33.71428571
Thay,01/09/2021,36.66666667
Thay,02/09/2021,7.6
Thay,03/09/2021,37.5
Thay,04/09/2021,21
Thay,05/09/2021,26.66666667
Thay,06/09/2021,10
Thay,07/09/2021,35.6
Thay,08/09/2021,37.6
Thay,09/09/2021,57.33333333
Thay,10/09/2021,32.625
Thay,11/09/2021,17.25
Thay,12/09/2021,31.16666667
Thay,13/09/2021,51.5
Thay,14/09/2021,54
Thay,15/09/2021,35.6
Thay,16/09/2021,9
Thay,17/09/2021,7.666666667
Thay,18/09/2021,23
Thay,19/09/2021,37.5
Thay,20/09/2021,40.6
Thay,21/09/2021,44.66666667
Thay,22/09/2021,24
Thay,23/09/2021,33.75
Thay,24/09/2021,22
Thay,25/09/2021,9
Thay,26/09/2021,22.42857143
Thay,27/09/2021,22
Thay,28/09/2021,29.16666667
Thay,29/09/2021,27.25
Thay,30/09/2021,13.25
Thay,01/10/2021,18.75
Thay,02/10/2021,16.6
Thay,03/10/2021,35.75
Thay,04/10/2021,32
Thay,05/10/2021,17
Thay,06/10/2021,18.66666667
Thay,07/10/2021,20.8
Thay,08/10/2021,21.28571429
Thay,09/10/2021,11.66666667
Thay,10/10/2021,20
Thay,11/10/2021,23.8
Thay,12/10/2021,16.42857143
Thay,13/10/2021,16
Thay,14/10/2021,15.71428571
Thay,15/10/2021,12.66666667
Thay,16/10/2021,13
Thay,17/10/2021,14
Thay,18/10/2021,7.5
Thay,19/10/2021,9.4
Thay,20/10/2021,10.125
Thay,21/10/2021,11.66666667
Thay,22/10/2021,9
Thay,23/10/2021,13.83333333
Thay,24/10/2021,13
Thay,25/10/2021,9.4
Thay,26/10/2021,10
Thay,27/10/2021,7.285714286
Thay,28/10/2021,7.2
Thay,29/10/2021,9.6
Thay,30/10/2021,7.5
Thay,31/10/2021,5.333333333
Thay,01/11/2021,6
Thay,02/11/2021,6.166666667
Thay,03/11/2021,5.8
Thay,04/11/2021,7
Thay,05/11/2021,6.6
Thay,06/11/2021,6.5
Thay,07/11/2021,11
Thay,08/11/2021,4.5
Thay,09/11/2021,11.2
Thay,10/11/2021,4
Thay,11/11/2021,7.25
Thay,12/11/2021,4.75
Thay,13/11/2021,4
